gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,significance
ENSG00000164587,21325.02499809379,-2.0050290660897567,0.1848165793488841,2.955011194182759e-28,4.724471897259395e-25,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000291232,418.03935525063685,1.9448635323235852,0.18032358572912127,6.5719003127050265e-28,9.850457081205747e-25,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000213442,1033.2756954724289,-2.3677431140082823,0.2206981423569779,8.642428642383796e-28,1.2191924923626365e-24,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000279202,138.8571020231447,2.8236854893073984,0.26435038050971027,1.2427181019569422e-27,1.6557147511739658e-24,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000131368,728.8479025315866,1.49651952262186,0.1396025525990122,1.9806362801023147e-27,2.49997996154809e-24,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000198918,9210.88129769908,-2.923392994735443,0.2754487971662923,2.4979204921308934e-27,2.995256462114154e-24,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000139679,3370.4303351062485,-2.7069295286954924,0.25580046899773273,3.62862369209634e-27,4.14388825637402e-24,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000233334,221.984737396595,2.128264608603966,0.20108547119792136,4.804025040536433e-27,5.236824023733851e-24,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000231799,224.2273756622393,2.4864563365069423,0.23614948345722872,7.348776650893352e-27,7.662537462683667e-24,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000198931,1279.2069391257291,-2.108068485375254,0.2005560680494838,1.1633022197397108e-26,1.162429743074906e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000112514,955.1170001175032,-1.967424043930122,0.18781132147616322,1.6942022220939308e-26,1.6252143076102657e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000276180,725.1137751961896,-3.780414661122884,0.36398280390251203,2.0192570879908852e-26,1.862531672469131e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000230789,134.87901976421134,2.8819849952373957,0.27756561690531256,2.8808999345674547e-26,2.5588793418813592e-23,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000144746,5360.245537211398,-1.5593614197565036,0.14926444936454503,3.247999573471983e-26,2.6859836472760377e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000185130,363.812592107844,-3.7894913398851635,0.3662066927638342,3.188462999754764e-26,2.6859836472760377e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000169621,575.9861720018172,-2.494922348467104,0.24128194105343356,5.112540840820813e-26,4.086965148152158e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000148803,227.5290324467524,-2.51773094402651,0.2437869893082676,5.588332265675889e-26,4.323205948239973e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000065665,231.77110371482243,1.9912065975327256,0.19224238304624444,5.910272691211677e-26,4.4293799900199507e-23,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000278637,345.38769653902915,-3.879934971254822,0.3777495537936667,6.555837259584124e-26,4.764305732101408e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000177971,590.3270886479133,-1.9713384782061782,0.190817276841675,7.757035923952922e-26,5.471448103771735e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000103363,1710.360710946482,-1.6689138950376172,0.1612134344614075,8.069967701811585e-26,5.529541869281299e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000182810,858.3996000653743,-2.5526925445617006,0.24926538873011908,1.3634265636698818e-25,9.082693291647529e-23,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000085231,110.90367694130634,-2.7347294925405112,0.2677953235297939,1.813192672092628e-25,1.1752428827601462e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000167965,254.4376370733532,-1.8273050178656964,0.17818136651762223,1.935837024953796e-25,1.2173290386317537e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000063177,16506.302742418757,-2.4020564355500498,0.23523736288494762,1.9796444210924191e-25,1.2173290386317537e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000138376,985.4602179270353,-2.170406033038758,0.21252266229596634,2.2481237440912705e-25,1.3478625907699212e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000248544,119.75923766974557,2.707740324271991,0.26640911333331174,2.963064837324861e-25,1.6428216828238964e-22,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000131652,441.88395185221736,-2.2698921582309906,0.2228722876017668,2.8238728454541366e-25,1.6428216828238964e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000105193,13511.005624922966,-2.2111166546148326,0.21707094276747074,2.8776775460648387e-25,1.6428216828238964e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000147403,35992.81320545808,-2.1862964112367176,0.21470065646057687,3.014100327089127e-25,1.6428216828238964e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000287680,407.8076666711407,3.2982488763679947,0.325400087256131,3.142306853649173e-25,1.6746400658714323e-22,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000196787,1841.0762459002078,-3.9755740732698728,0.3929536757171199,3.23902163397831e-25,1.6886568875232138e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000180964,330.5170984421902,-2.022932083132324,0.19886953043740463,3.316184467301231e-25,1.6921007637195346e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000146540,593.6472701542085,-1.8932436943450568,0.18584754876116324,3.5393167425668396e-25,1.7683311275049571e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000183291,2954.6849796236133,-1.8455362342737642,0.18123436609465754,3.8843447842135275e-25,1.9011093186736494e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000168002,780.0941863385005,-1.4119436577337825,0.13846615033686355,5.346660982817828e-25,2.564472473798743e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000151292,2962.1268202178003,-2.229578592442296,0.22051688465334204,6.167920194596175e-25,2.8445973482077973e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000276168,402335.04506209627,-3.8927546012818177,0.3872819924831105,6.078494178146098e-25,2.8445973482077973e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000214194,313.5608627265141,-2.4861200772642915,0.24633504831466732,6.469434561540346e-25,2.927358106695483e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000277075,2551.307885260268,-3.267966323530203,0.3257264274983994,7.793828865973314e-25,3.3983927975231274e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000260924,87.34045350224655,-2.6659251070003154,0.264495840396158,7.66145743572572e-25,3.3983927975231274e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000251791,1834.2878759136204,-3.3720518235365744,0.33594290833200546,8.569197672269232e-25,3.669758903149299e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000180992,351.18168253242135,-2.3907741871819557,0.2376449667185363,9.502741870564026e-25,3.99815360596257e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000228300,355.1520179583101,-2.517270893890931,0.250962458684007,1.204371111790018e-24,4.979866897060036e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000146757,988.6298809907242,-3.699227978704007,0.3706928914127828,1.3529151825596738e-24,5.499256255617983e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000274618,4033.8017659217685,-3.516096167445354,0.3523934701648369,1.3971634273492621e-24,5.551415667108765e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000065268,332.79307955122334,-2.5166079332497073,0.25132036733892893,1.4351921080841606e-24,5.551415667108765e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000083845,12436.011449589494,-2.722929711050469,0.2716336729817448,1.4332929480913985e-24,5.551415667108765e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000179950,1775.7828499624534,-1.8602332929510428,0.18510702409971352,1.5147932003259388e-24,5.766312782574074e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000278828,1654.6647627432692,-3.356023049410717,0.3362522236664834,1.6548523967041702e-24,6.201042215274908e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000145990,586.2519463516377,2.0570045205170735,0.20525056331704247,1.8076166511006386e-24,6.669271157953156e-22,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000140988,25788.18608141455,-2.3430569834880504,0.2344761766477535,1.895763873973078e-24,6.888516549336721e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000228474,2645.5212673978567,-2.6906915213165545,0.27029454505685424,2.2802529252302204e-24,8.161944127294201e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000233822,559.0959226988529,-2.95419811649598,0.2971910978001468,2.4537768109646267e-24,8.6538934530226e-22,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000125817,1329.421092764632,-1.795561402871225,0.17981097193383644,3.067747254702751e-24,1.0662422414823388e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000053371,706.199840694725,-2.540226236456603,0.2563840346127756,3.526468155507856e-24,1.2081679900769915e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000177700,194.366016152461,-2.054196107219147,0.20642005388952908,3.6543499030500316e-24,1.234346751759801e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000139684,1450.2445564016007,-2.0799587867623655,0.2108789832576428,3.809171004878835e-24,1.268771375541725e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000168298,6133.743871698343,-3.3893419506366227,0.34312536302453644,3.94133971619884e-24,1.2948110832038436e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000185305,864.6828727629942,-1.9138606070905948,0.19240107605238352,4.070131274963079e-24,1.3190525437319536e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000273983,610.9213445554227,-4.6492595617061445,0.4723726725818667,4.448185227330066e-24,1.4223517082910617e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000090776,226.05788635037482,-1.830077915602639,0.18419679638135458,4.98024220926509e-24,1.5715285350341497e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000255141,73.49562397410573,2.38303679539861,0.2405937802626347,5.256898129786931e-24,1.6372848175136387e-21,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000072506,845.9723832047633,-2.3382081952323004,0.23648669712356427,5.5071886047504536e-24,1.6932486810144278e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000225460,115.28245447595991,2.7506616148251974,0.2790341459183826,6.409653250200614e-24,1.945776003117862e-21,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000198898,4736.449590753791,-1.9495699248470981,0.19749239403855195,8.295801322065503e-24,2.4868738413221862e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000229117,7125.536549776774,-2.5290633285814237,0.25681193577098693,8.674618126293778e-24,2.5683295296886095e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000135390,1676.667115448854,-1.388393834724953,0.1399567345003559,9.137990419998026e-24,2.6725278811267396e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000197756,5195.234639672536,-2.023980300847372,0.2058726231613709,1.1329822378240469e-23,3.2736361478911193e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000285420,248.03951374323364,1.9154432418204386,0.19459270907169843,1.1749668384549552e-23,3.354530323788897e-21,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000100300,2472.209943516469,-3.028909083133323,0.3106575005546989,1.4361966260242768e-23,4.052102057095789e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000108639,2584.1456847308077,-1.8037738568458048,0.183569728064113,1.486622213505811e-23,4.145601619104227e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000128185,748.1428205164007,-2.6072617784274925,0.2670174692096792,1.6303622776984044e-23,4.49417794755898e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000100528,933.8524216881158,-1.6875496030596595,0.17173023639350063,1.662417316380981e-23,4.530465009255532e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000225636,123.21501470691436,3.2013374582299177,0.3290029819639406,1.936527954084833e-23,5.218181280321624e-21,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000198960,275.13247044537763,-1.8104354239501688,0.18468685062843007,1.964212044850494e-23,5.233970362178282e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000113328,1890.0807983024902,-2.0551041077408407,0.2102247347442123,2.0140805527898188e-23,5.3078769029676306e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000110700,7975.24642889934,-1.9454379992448627,0.19872418914843945,2.1996882805925393e-23,5.7340135157793775e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000169442,3648.868369318451,-2.4297310841897524,0.2500957928719007,2.863963652114199e-23,7.385330785484164e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000149313,660.3984054399086,-1.804507384320247,0.18498779583061092,3.0678885440197675e-23,7.827032240710857e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000090104,1471.8294666129434,-3.3610707622384743,0.3473000826210801,3.279502515819827e-23,8.2788451930938e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000185085,680.7948111673043,-1.882638380875569,0.19337486983340116,3.42725705304554e-23,8.473451406818366e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000185825,2892.8725286288686,-1.6431164207020745,0.16834076296539124,3.392421213992118e-23,8.473451406818366e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000178464,1549.0790710416486,-2.2966361399840296,0.2367258569972926,3.5055754067226075e-23,8.578643816736895e-21,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000277157,1935.1287783172068,-3.549011582703109,0.36912304402067897,5.0443528298525956e-23,1.2097366956552495e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000151474,118.61942805431741,2.0229926250895525,0.2087442101548375,5.040150304269007e-23,1.2097366956552495e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000138182,624.6807345931784,-2.205401464848857,0.22797432515744864,5.920229978657432e-23,1.405732231169926e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000198856,1240.4753570159,-2.079526885397095,0.21528706995564728,6.256392409495113e-23,1.4709882623971747e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000171858,5514.044962895408,-2.7216943258258905,0.2829887481551019,6.371402169897465e-23,1.483485114936709e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000179115,1130.185697912004,-2.2827018772508354,0.2369029795132477,6.774206451065981e-23,1.5621059529756186e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000180879,2489.132068686514,-2.4806141319917416,0.25814366953895035,7.824832177490706e-23,1.7871916693388773e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000277775,765.4988369272622,-3.947872846605283,0.41294387570271057,8.147398120862699e-23,1.8433103937219742e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000245275,354.78727854779567,2.094476205250168,0.2174877933352557,8.582046848544155e-23,1.9235013787082798e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000264493,48.277317226657445,3.4979839716265415,0.36473537435569797,9.129558688907113e-23,2.027269226642318e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000128524,1449.4625490814287,-2.5587048285636467,0.2670327158368172,9.790165651819028e-23,2.154016079467192e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000258682,115.48582765191843,2.186470090214151,0.2274585839178733,9.990319816795786e-23,2.1780713622399688e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000183207,709.3782211140842,-1.9620677212354845,0.20404566689639303,1.0412499063372639e-22,2.2496626354756993e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000154518,1240.3283813674884,-1.9994975741119982,0.2081507437213235,1.0755045050536252e-22,2.302924021446075e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000269893,667.2588070037076,-1.899612601674457,0.19773606984577355,1.2369216602305404e-22,2.625119934128214e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000169193,653.3259672832654,-2.3731610343596348,0.2481673503180542,1.300748087662691e-22,2.7363632138883035e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000233559,841.6010724195562,2.552230025995851,0.2679952457642221,1.8482161667569628e-22,3.854253922710042e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000100354,5916.139583205725,1.5287766148234585,0.15923173001468613,1.9054697708214132e-22,3.939394486537856e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000104886,593.7064018691593,-1.8768920995793381,0.19639028913411274,1.971531287851024e-22,4.0411336192515606e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000128626,304.0965709196196,-2.739704783290964,0.28848860070333543,2.083774483098957e-22,4.2350067503117955e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000277027,157111.98457098127,-3.390230564685403,0.35837879517601573,2.3071391233137843e-22,4.649563903807662e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000262919,318.60109745230966,-1.9152383583748112,0.20108895247143121,2.547413787339852e-22,5.091006453998694e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000184897,597.2575456427246,-2.019574099467217,0.21237770694572192,2.7596126331084194e-22,5.38057155830944e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000176108,371.5369041085274,-1.7807852677752294,0.1868560217769359,2.739135515726461e-22,5.38057155830944e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000184436,665.9367849413891,-2.113916914252487,0.22244635645111646,2.749384712933579e-22,5.38057155830944e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000124091,180.10218471790265,2.7830902283574637,0.2939619297533514,2.7844004394552794e-22,5.385120269275525e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000101444,939.355278514273,-2.1529115118034876,0.22689935705016132,2.853713258317598e-22,5.47502010887781e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000113638,775.4657603358582,-1.7769153095524297,0.1869340263993508,3.522788674209788e-22,6.70504110991263e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000067225,18916.77480019929,-1.9891630679722931,0.20976692518925177,3.6330387765450075e-22,6.860435900716722e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000179886,233.2755081010594,-1.94269254663563,0.20475780922898099,3.715705609104194e-22,6.90775596259975e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000182957,1949.226822296228,1.3011947221704432,0.1361426269949742,3.7107002481815403e-22,6.90775596259975e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000146109,1202.718211740382,-1.4916208924534344,0.1565416035970435,3.8740901916660877e-22,7.136162314381441e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000196199,1119.7620716103909,1.3296085085073914,0.1392774017948965,3.898078822383324e-22,7.136162314381441e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000273160,127.518418655716,2.4791027272503046,0.26234118527364764,3.9283153527949656e-22,7.137034756873399e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000143933,8382.450068281541,-1.7374505190888374,0.18298822442864368,4.029131009176538e-22,7.265159388125695e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000173113,704.9068663882539,-2.1831488395315186,0.23112563775694295,4.612422818586056e-22,8.254860002636627e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000053702,177.90726554155128,1.6802398772275422,0.17712959461619548,4.810047056027202e-22,8.544781370195879e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000182199,1425.1123512356394,-2.2336969711971726,0.23701587308444522,5.455302848169623e-22,9.619784772412052e-20,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000137818,15437.521004802758,-2.1907754686400107,0.23189224545253126,5.71706490901519e-22,1.0007784718832283e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000182544,636.476612201874,-1.937047411744145,0.2052417383058313,5.805214067212434e-22,1.0068035303958059e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000167526,19846.354139245737,-2.2681892759423063,0.24033606290051188,5.835447032149821e-22,1.0068035303958059e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000179632,1825.027801397167,-1.9878906878582274,0.2114077262309298,6.112639795381097e-22,1.047095196948782e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000197061,2203.5809000702443,-3.0751728215492817,0.3284514383559245,6.341009332283321e-22,1.0785112468568695e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000278588,869.4488343648931,-3.309107633897558,0.35428548844424973,6.951643694363692e-22,1.1740445005509161e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000138085,834.2904306537049,-1.8161565516185936,0.19279271275654108,7.541155516218268e-22,1.2646992418877377e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000187713,595.1004182837024,-1.4379278474916752,0.15210398049910523,8.296516742870128e-22,1.3817157258854958e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000162729,736.8360134869805,-1.6570292213329185,0.1763179154289008,8.570259911824295e-22,1.4174618841749672e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000124575,7113.519569376114,-3.0662764743505195,0.3279390912839434,9.181714295396086e-22,1.5081909056999241e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000007255,421.733644617431,-2.514572431884693,0.26909591159625457,9.813439200118138e-22,1.6009925095049876e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000205138,360.3055212586039,-2.3673306392052194,0.2532786508170585,1.0359827264917242e-21,1.6787120099138197e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000177463,735.0795868540486,1.4586937482551707,0.15473593414842793,1.073389568793989e-21,1.718221096158937e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000286522,829.161986181347,-4.036268556903809,0.43487904562074553,1.0746942057536508e-21,1.718221096158937e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000230482,138.18546125815692,2.548684195868276,0.2729327600716778,1.0860070705360844e-21,1.7248093752050582e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000168101,465.838471600629,-2.0202825698663855,0.21579493424039736,1.1264250122491891e-21,1.772357342486174e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000171222,681.3455502542685,-2.6243487293123473,0.2815791726556486,1.1307258502226028e-21,1.772357342486174e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000133794,1550.285271783715,1.5879822000812416,0.1688521662360051,1.1909443274761008e-21,1.8546251208786915e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000279176,220.76377879576637,3.0257593022277827,0.3252927043152031,1.2240909396309892e-21,1.8939450912406698e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000165512,501.2035029996519,-2.358608882207805,0.2529791613613037,1.3002008491957141e-21,1.998808767013565e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000197312,901.0550864786106,1.3131704614006985,0.13943995250686483,1.356389513364761e-21,2.0719065802238025e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000253307,58.61370378862715,4.796173431475613,0.5174666898286285,1.6272394386922457e-21,2.4699022923238884e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000275714,844.2612554776504,-3.4764740214461622,0.37603927116498986,1.6866517229955925e-21,2.543979976155994e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000169976,890.7240046636937,-2.40390949385502,0.25884827098152013,1.7545720151917836e-21,2.629884129270584e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000188986,1040.1677895480364,-1.4667888731740528,0.15684192543392947,1.9599284017391494e-21,2.919441175807968e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000169100,6792.159959484667,-1.803045660614618,0.19390967632475875,2.450035273171038e-21,3.626959624764681e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000170802,5321.225033120745,-2.2468791777802672,0.24212581257938254,2.4707332576137108e-21,3.635161041968835e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000101888,356.01219646028085,-2.2334964888113475,0.24117868294988745,2.533414539650702e-21,3.704655334750191e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000211450,336.7480054192655,-1.943568773784978,0.20945490510516762,2.653436166141845e-21,3.856648856752347e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000055950,353.7439940892934,-1.8575235054666457,0.2000611162389922,2.6786972289269592e-21,3.8699106592847185e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000204287,27878.006072653203,-1.8489091119010597,0.19943245352884806,3.0343305104740273e-21,4.357443970190905e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000132768,305.7029856755247,-1.254291401528422,0.13429687354473957,3.1051134791860877e-21,4.432549491538141e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000139055,317.08919886274,1.6805197291776897,0.1809470890803641,3.1372278356956668e-21,4.45189337015701e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000165629,3308.0288499677226,-2.137551005516031,0.23158242922932834,3.3251333368996442e-21,4.6907851579721915e-19,stroke_d1 vs control (ACUTE),Downregulated
ENSG00000215030,445.98300078639994,-2.4914433795758075,0.27049689757784245,3.495740122104588e-21,4.902622199316506e-19,stroke_d1 vs control (ACUTE),Downregulated
