gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,significance
ENSG00000264493,48.277317226657445,3.4979839716265415,0.36473537435569797,9.129558688907113e-23,2.027269226642318e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000258682,115.48582765191843,2.186470090214151,0.2274585839178733,9.990319816795786e-23,2.1780713622399688e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000233559,841.6010724195562,2.552230025995851,0.2679952457642221,1.8482161667569628e-22,3.854253922710042e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000100354,5916.139583205725,1.5287766148234585,0.15923173001468613,1.9054697708214132e-22,3.939394486537856e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000124091,180.10218471790265,2.7830902283574637,0.2939619297533514,2.7844004394552794e-22,5.385120269275525e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000182957,1949.226822296228,1.3011947221704432,0.1361426269949742,3.7107002481815403e-22,6.90775596259975e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000196199,1119.7620716103909,1.3296085085073914,0.1392774017948965,3.898078822383324e-22,7.136162314381441e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000273160,127.518418655716,2.4791027272503046,0.26234118527364764,3.9283153527949656e-22,7.137034756873399e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000053702,177.90726554155128,1.6802398772275422,0.17712959461619548,4.810047056027202e-22,8.544781370195879e-20,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000177463,735.0795868540486,1.4586937482551707,0.15473593414842793,1.073389568793989e-21,1.718221096158937e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000230482,138.18546125815692,2.548684195868276,0.2729327600716778,1.0860070705360844e-21,1.7248093752050582e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000133794,1550.285271783715,1.5879822000812416,0.1688521662360051,1.1909443274761008e-21,1.8546251208786915e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000279176,220.76377879576637,3.0257593022277827,0.3252927043152031,1.2240909396309892e-21,1.8939450912406698e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000197312,901.0550864786106,1.3131704614006985,0.13943995250686483,1.356389513364761e-21,2.0719065802238025e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000253307,58.61370378862715,4.796173431475613,0.5174666898286285,1.6272394386922457e-21,2.4699022923238884e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000139055,317.08919886274,1.6805197291776897,0.1809470890803641,3.1372278356956668e-21,4.45189337015701e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000231177,200.45922317626557,1.9077352946599038,0.20733852088923804,5.908611312771359e-21,7.872239805715707e-19,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000064393,2454.5932989559583,1.749419523455082,0.19195754437601115,1.0199140043405447e-20,1.3365889427374284e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000287920,675.3913379239754,3.1939376369837817,0.3531934600413572,1.1555950222719692e-20,1.482004268669859e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000172888,609.0371032086741,1.4444072324862156,0.15742185375377934,1.1778953503606448e-20,1.502568419805797e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000279727,165.6856102966686,2.8667732416045606,0.3166356376644925,1.2802866127813571e-20,1.6245414575514554e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000181800,1328.4980857695982,2.0718099761097104,0.2278654544503846,1.3633965254072712e-20,1.6941438068558123e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000081923,355.99170774872925,1.633246812937412,0.17928750259223375,1.7213840974344022e-20,2.0938011233573335e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000213066,628.7969470934958,1.5340809148804768,0.16857449302226918,2.090743562878263e-20,2.4774532571558434e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000197375,669.3625965820087,1.7011354589271066,0.1874129783382916,2.1722584391991006e-20,2.553681465140825e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000159110,1265.6818438298637,1.6896852923978545,0.18670968526886966,2.839870738298265e-20,3.274316348359086e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000169057,2424.803036277254,1.2768356108219698,0.1403204222947956,3.6304339541888926e-20,4.106842787233869e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000287195,598.6955947659516,2.3822534221584295,0.2662331181844031,4.365536193231758e-20,4.802490320462569e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000229894,123.5062185359591,2.898879346583644,0.3251087835233146,4.513100990368871e-20,4.9421547009601035e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000124120,605.1136878573136,1.910780138046265,0.2127901655940632,4.578026372938559e-20,4.9904649307187516e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000170919,496.3431092623164,1.5354468448597247,0.17033795753282563,4.632514391283447e-20,5.027011770667857e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000119402,1749.9598327296133,1.4162896933524354,0.1575242516096993,6.519582238948842e-20,6.857571107652243e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000279277,454.499973395223,1.6832079729552851,0.1878188896103071,6.629231334750546e-20,6.942455278165396e-18,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000176542,1838.012234732029,1.5654013653727112,0.17601230663758347,1.3479081460737032e-19,1.2878698469776712e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000073803,214.08920057823516,1.355405811128048,0.15274482150409732,2.0360836861541584e-19,1.8566296183022443e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000270647,1298.8867756017487,1.225745962222062,0.1380480348334749,2.2148567656848364e-19,1.9968682313779607e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000146197,239.49004591627582,2.024076036247087,0.2304085024635251,2.2926936370905166e-19,2.0593025769552348e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000136044,1203.101197194753,1.3970958725548095,0.15783527145794848,2.3404467867961026e-19,2.0788368459608938e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000221962,638.9946258632323,1.9251556004959196,0.21991639963325962,3.3584007707314213e-19,2.907623367641911e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000168137,3022.6071291853186,1.4428996011427997,0.16377466343624777,3.570610974470126e-19,3.058228299633663e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000244625,937.3852682894767,1.338935722428433,0.1519561435582523,3.6192715675555724e-19,3.077920947982899e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000133026,1257.2878648637707,2.6537125343550807,0.30586500439811937,3.7329399570682888e-19,3.163369825102887e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000243402,129.77134083268533,2.328334006121227,0.2680335153212438,4.550588548522164e-19,3.743664348651651e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000138594,1674.487477182447,1.691724525035944,0.19388645904910806,4.558210281904271e-19,3.743664348651651e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000243650,80.62624544651744,2.287263517006098,0.26334457855646837,4.828813551875468e-19,3.942017252861649e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000287191,73.43206327171535,2.876574302566965,0.33258024486325555,4.859593020727331e-19,3.9506020279011137e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000232564,107.9835434727897,2.4978713761390066,0.2889503343259972,6.108708939424567e-19,4.850962178320529e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000143322,708.7926905232299,1.1944124322295717,0.13624047894883018,6.413945685451302e-19,5.033205468037771e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000265218,69.18139281222655,2.4343040176431012,0.28193306984568767,6.82785103618497e-19,5.316413102265842e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000198408,6020.780988202945,1.0874669163338957,0.12417298756834387,8.221220968144755e-19,6.279022970001513e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000075413,2781.1879639396793,1.201633474437941,0.13771208836232673,9.1774770594461e-19,6.94303643027244e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000228784,310.25527271697706,1.5741219427391206,0.18156485504049527,9.4869239290977e-19,7.154572631057265e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000231731,191.08926218714623,1.573197003627081,0.18151153914840432,9.610375662920825e-19,7.216462834860703e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000138131,254.5036004932331,1.4468959715627832,0.1665592418546217,9.630565911589521e-19,7.216462834860703e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000258730,283.3426489186074,3.3094127452609805,0.3875973670276432,1.0927663296754868e-18,8.063606805623854e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000077157,1700.4038763842545,2.2410082641798614,0.26117109122997434,1.1984546808413536e-18,8.816362011023725e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000213049,88.72947475677525,3.2251849477561665,0.3783325857136245,1.3210707118638192e-18,9.600581155126701e-17,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000253372,133.85659494448504,2.819439483024688,0.3309338043195195,1.5011120071753133e-18,1.0778343759304899e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000234617,102.87957089776859,1.9514330214918663,0.2287286349038042,2.3376105102440253e-18,1.6202478397882143e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000229948,89.13166767212574,2.187728141857363,0.2577421444940704,2.7331812262557587e-18,1.8727757762304458e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000175782,614.5839113731746,1.80972522323799,0.21249217291709266,2.91033432713084e-18,1.9772135363527422e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000278330,492.3716545227797,2.2244675234819233,0.2626684294834205,3.1870437907925943e-18,2.1530051884729014e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000176153,143.88188627111037,2.085353807851934,0.24591282085776905,3.222398458192449e-18,2.1707741523699806e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000242256,34.20265441365717,3.281513690735261,0.3886890176365219,3.427649332528259e-18,2.29614207521488e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000168014,1371.8241029308113,1.2879261129433008,0.1505266692332188,3.722298983953691e-18,2.472802610337325e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000206739,56.375966691382686,2.699088431252575,0.3201336439218451,3.785972975539232e-18,2.508154803850328e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000287218,323.66337911637214,2.375116351805417,0.28196483750045315,4.29223987172656e-18,2.7671101237566224e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000074356,1157.3046942881772,1.4100806486724256,0.16547802646570808,4.276286141043432e-18,2.7671101237566224e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000282100,80.2155383500323,2.68739909747113,0.3197842136045631,4.422955688811429e-18,2.843735209894791e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000234263,120.62963349015698,2.1853841158668,0.25936684854432007,4.745862848995719e-18,3.0350742091897424e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000274020,306.8127141317875,1.3455980967727905,0.15809781842261464,5.1348585831048445e-18,3.275111131383521e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000258111,107.30572565566696,2.6711935936065734,0.31934522447864144,5.807262105352671e-18,3.655374273243248e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000272630,59.68315870132753,2.4724332953702652,0.2952408282578075,6.2584689937608844e-18,3.918814710401398e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000254325,472.5655962680258,2.8516013473140664,0.34284028274415873,7.294981728366953e-18,4.474379841680211e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000140265,545.1301152335265,1.2707845294661881,0.15024663670373295,8.67215148940567e-18,5.251907500477948e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000170382,150.13606225982676,1.9410719449382174,0.2328612780995381,1.2006159814930798e-17,7.074489549918192e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000279078,141.6096062013365,2.268074924845084,0.273936340409837,1.522300245940645e-17,8.839662106089237e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000126001,986.9207713683279,1.396412637377615,0.1667536228486641,1.5266651132066896e-17,8.843594865923388e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000196338,309.3723070842006,2.1256066793485298,0.2563432575732316,1.5305239000552756e-17,8.844584137620631e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000124831,5693.014586048008,2.095134100987062,0.25289880464122383,1.7387640825102947e-17,9.97584694420141e-16,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000273319,933.6337253853454,2.5175029900198194,0.30549215155941906,2.010142185662927e-17,1.1369629692586868e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000168679,162.82213038756817,1.7260379411991968,0.20872490107168162,2.5985830078651746e-17,1.4425744836718198e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000236449,94.45587209690144,2.5654777239703823,0.31316832334278216,2.6774313277248736e-17,1.482913582020737e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000266777,89.31475656573376,2.443900327181199,0.2988553545929609,3.205429900143999e-17,1.7471049969375771e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000279476,205.09824297806696,2.4112018229891743,0.2953835940282972,3.6663463473455065e-17,1.9714421099112093e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000147133,1845.670043575774,1.4016815875591784,0.16951004050813098,3.867760967780667e-17,2.0704607930650883e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000131149,1286.36577875904,1.3322994778839805,0.16110798179356792,3.9134569014375883e-17,2.0902566461086024e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000267369,329.478827873171,2.03328024757879,0.2486189264850419,4.231826492798717e-17,2.2502807749511934e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000230982,97.83561957104808,2.0787896703171866,0.25435831358770666,4.273935388528437e-17,2.267644214329402e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000286864,308.18225715266766,2.397270283465566,0.29528780011443595,5.416999337357446e-17,2.8302936407081977e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000159433,453.8883086888839,1.585711865635819,0.1936232852338529,5.755527709634805e-17,3.0006318594013458e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000137275,1665.5194274655912,1.1787133313099445,0.14306230117963267,6.263148054458005e-17,3.2511432173595646e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000139194,98.65590738206127,2.297619901163168,0.28336610911258187,6.316557891799375e-17,3.271785990521223e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000002016,357.8975878167841,1.4248940745958323,0.17421052213028485,7.504441785986934e-17,3.829181338543376e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000258441,758.2971872411064,1.5194635345455811,0.18609412078984616,7.560314869601253e-17,3.8422341456897786e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000279554,66.95843851267327,2.3050797020021885,0.28520678292267376,7.638691846920798e-17,3.864545769478813e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000073605,441.92957201730763,1.7175850111727884,0.21111121043056916,7.654320909442233e-17,3.864545769478813e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000165671,4848.718941832167,1.4090202788588728,0.17235285328200414,7.987564819154734e-17,4.0074849266311475e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000169375,2077.35109642771,1.4634394403994957,0.17918491972058773,8.021714545082857e-17,4.016216246767789e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000251215,147.29860271109715,2.3132955214782704,0.28655710792692624,8.183738645584094e-17,4.080299796224485e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000172965,1337.0192152791349,1.545260068253435,0.18988035595665362,9.236551010567484e-17,4.548479801548858e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000211859,68.90276254935837,2.7044290848557675,0.3367134613579116,9.477659216854392e-17,4.648795598174261e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000078687,1141.4869026339409,1.9353435893077988,0.23954455658651014,1.0099566566963607e-16,4.9329491936643835e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000070831,2399.4756278020764,1.458995955930063,0.1793000214889018,1.023143064752253e-16,4.987198572944824e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000280138,1689.5081538815205,2.1274021062180286,0.2645406409553827,1.1868547151245907e-16,5.738538261717326e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000258926,742.914477246414,2.1282270243976145,0.2647752632005013,1.2348486014437133e-16,5.922827831964626e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000108306,1361.6262786263865,1.5385533909523619,0.19002246116910684,1.3062504555674543e-16,6.240338331756711e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000106344,660.4910684098791,1.751238403880963,0.21699037828537235,1.3180902768488025e-16,6.2843819124031774e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000249863,55.30866198085583,2.4037775969284345,0.29981899972647835,1.3795470705019806e-16,6.564344810471925e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000248019,1397.1235754297504,1.4022754044852945,0.17312174989195273,1.4449455951862337e-16,6.8483567714933315e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000218521,81.47104804133338,2.4753292388944708,0.31096627971882895,1.860003575878464e-16,8.611313852648131e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000285868,142.22401990430964,2.742678206751207,0.3452123140225893,1.8829880739923674e-16,8.700928707222535e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000279236,85.17300231412872,2.8050615358503053,0.35312631311277115,1.9378928205123465e-16,8.920258276684663e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000286314,122.7045726420314,2.0640866902947295,0.25853034025809707,2.0182276011855863e-16,9.201736564949188e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000164220,216.9284798639454,1.9510133695219205,0.24428990951257132,2.136551821367929e-16,9.667695430197295e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000268516,102.82150800338947,1.9505505995788845,0.24407081629611793,2.1816155299028489e-16,9.853013867821116e-15,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000290770,833.103378564917,1.5146456263380648,0.1885353520218944,2.222650639122506e-16,1.0019475117939088e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000080503,4549.467957425367,1.1067697445485867,0.13716223784467213,2.775938027528965e-16,1.2282757523284066e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000133392,748.503047991308,2.2574743649004203,0.28475407824198773,2.7926498447601928e-16,1.2333946330946397e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000246922,258.83486339834593,1.7455175068863384,0.21941214771955875,3.336816996853133e-16,1.4629532946715143e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000253269,73.03866783398726,2.227292937399957,0.28151676262552566,3.352099591746881e-16,1.4669717592933156e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000213613,120.69997175235558,2.8622060366107016,0.36435288158433177,3.811970351288121e-16,1.6471832966593103e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000229677,142.21926517907468,2.1105035809609696,0.2671226533310418,3.8326564877273656e-16,1.6531433073503182e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000286488,176.9037512173207,2.458742432431498,0.3125123914065031,4.0940798996945826e-16,1.7595739095784134e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000065526,2897.583389025332,1.83294062197183,0.23140743118450838,4.111382368914441e-16,1.7638492302559236e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000170949,674.084188930119,1.4279912768963632,0.17924122227101003,4.4214054097548175e-16,1.8934668667275008e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000169914,286.4394991587005,1.6953890580838207,0.21441008901766337,5.147095314813098e-16,2.1808770289725747e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000248318,129.38296186480719,2.0152014889170236,0.25600121968209943,5.249489483871607e-16,2.216430577503678e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000291118,593.5333865133879,1.4417196868459543,0.18169547728872087,5.529222810324531e-16,2.3222735803363028e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000084112,1405.4387757685756,1.794090801803927,0.22756879381625092,5.71133777613857e-16,2.390389224212132e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000108375,113.93032314236146,1.6145346092687582,0.20421212942623151,5.814404035531674e-16,2.4250615231325326e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000105778,1938.980166854259,1.027094784519511,0.12860648222619184,5.985383848316402e-16,2.4920395043459017e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000242588,1999.4294491931682,1.7459428506188865,0.22148569049338332,6.007456724363889e-16,2.492574864423785e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000229622,31.02072963187343,2.7868635451283303,0.35692581577249677,6.6682090489441e-16,2.7430015336496978e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000217527,138.29818738901,2.7934595363906425,0.3595491621522943,7.477050625494329e-16,3.044390969449999e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000197943,1204.902776734013,1.8834645951274824,0.2410553033528793,9.157745326601988e-16,3.691110057522166e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000213020,748.339895542731,1.0944014399421866,0.1382138020307328,9.602661686003557e-16,3.86394349922378e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000048740,9019.755780879577,1.0599119612865076,0.13206754492515407,1.0447557678121089e-15,4.175888803944999e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000286341,118.67281590232552,2.0709482897586997,0.26652358939155596,1.0971728815018605e-15,4.3708305721225284e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000267074,211.80753248444762,1.9901229150156892,0.25573391415117874,1.1092901908559617e-15,4.411774022737591e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000109956,397.9479764483798,1.8543288789864374,0.238077299725946,1.1359845249051357e-15,4.510460409979299e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000169871,1553.7377327369175,1.6014194751455315,0.20467286606841592,1.1449762363056125e-15,4.5386479502613555e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000090905,1666.6973890559423,1.328481876798605,0.16916095919341598,1.214641288194793e-15,4.759726695014301e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000267136,358.36340337895234,1.8804709226545158,0.24182165727790605,1.2315712160991684e-15,4.818195906115866e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000188315,404.381691636219,2.509873787405268,0.32545368346702724,1.3378429119026575e-15,5.2254313865227246e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000260417,164.91894001848166,2.479158030639438,0.3219359391291038,1.4631292217498186e-15,5.686995947488517e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000228548,71.15801865154705,2.0721024066897864,0.26778892043184926,1.4771699497714663e-15,5.732279892462671e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000136828,259.8323907206215,1.6382281151144715,0.210690597268221,1.5315923640686772e-15,5.905248886671224e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000158161,774.2672212161079,1.1535476466095524,0.14717550770433163,1.691525864999617e-15,6.500989310003336e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000189129,76.9805618231211,2.4573672991335065,0.3199314182643921,1.739989187890559e-15,6.665881901596067e-14,stroke_d1 vs control (ACUTE),Upregulated
ENSG00000166321,207.3147356557892,1.5762391347779094,0.20288329368321897,1.7768802907551416e-15,6.796354566649092e-14,stroke_d1 vs control (ACUTE),Upregulated
