ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0006400,tRNA modification,94,-0.4413160627936055,-1.636033499889868,9.588157857118083e-4,0.04082652253969822,0.03694272151456907,1899,"tags=30%, list=10%, signal=27%",4234/6301/55687/84881/54802/126789/51654/54901/90353/55152/23587/207/55039/54859/24140/348180/221078/55621/81890/84705/81605/27037/64118/115708/3028/51504/11180/56931
GO:0032835,glomerulus development,44,0.5542703988050909,1.8120171062235635,9.92901528518198e-4,0.0416421407975527,0.03768075052825294,3787,"tags=50%, list=21%, signal=40%",51196/100133941/3570/285/171023/596/5530/9788/1958/59/4853/3690/1286/2131/4811/1285/182/8826/55959/4851/10409/4643
GO:0045646,regulation of erythrocyte differentiation,43,0.549896744795704,1.796445872989805,9.908956668444237e-4,0.0416421407975527,0.03768075052825294,3086,"tags=47%, list=17%, signal=39%",2309/51621/5469/116151/91/2624/4067/5591/23456/677/405/6774/3303/3304/3624/60682/9935/1432/3635/2113
GO:0032868,response to insulin,209,0.36579173137169885,1.5130034649297763,0.0010094165469454093,0.04172098150356458,0.03775209116823464,4603,"tags=36%, list=25%, signal=27%",23235/2844/9640/5465/55198/3480/9663/5781/7532/1959/1979/5170/634/10499/29904/6655/2822/4067/5591/5579/11031/6667/84327/677/5936/64397/81565/1958/3667/8648/2308/7248/6653/94056/858/7352/8660/6272/8743/2475/8412/6198/5594/79837/5894/5770/1432/6548/4644/5584/140710/5791/6599/5925/2549/84275/6654/2932/2887/23516/4149/5305/1176/27019/4303/3638/6429/3291/143686/4691/23411/7097/6715/133/23433
GO:0048514,blood vessel morphogenesis,453,0.3086491563914301,1.3813342118306728,0.0010097404989209786,0.04172098150356458,0.03775209116823464,2821,"tags=22%, list=16%, signal=19%",688/861/55636/28996/65125/27161/5469/375056/55333/57493/285/6789/154796/8828/90268/26523/9525/57674/204851/4627/3213/2624/92140/5170/140862/4204/7410/5291/634/8434/889/4856/7342/2822/11061/5579/2335/2683/79602/5787/10163/5578/6667/28514/677/1901/5534/2004/221981/57178/7716/57343/9990/7855/7057/6774/5294/6850/728/3099/3716/9037/60675/4838/290/90/820/51378/7039/55810/4853/55662/57125/1524/57556/2969/90139/3690/10855/718/51176/80025/2247/23328/3579/1285/407034/30008/1116/22976/7060/84034/85301/240/9475/1432/23670/9451/9314
GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,122,0.4163036103613517,1.6061025766914203,0.0010339259000927384,0.0424061666964507,0.03837209513115078,3518,"tags=31%, list=19%, signal=25%",25942/28996/2033/2734/9113/5465/26524/1387/5170/3309/64750/4089/79685/84312/9110/200734/7057/406954/6497/3303/7148/858/11171/753/54778/3622/3621/57154/50515/6868/79595/4088/3065/2200/1030/7043/56937/163126
GO:0035357,peroxisome proliferator activated receptor signaling pathway,18,0.7154575308220319,1.8831563411845234,0.0010431340098913937,0.042446515909819946,0.038408605949611575,2716,"tags=44%, list=15%, signal=38%",55252/5469/171023/10499/5165/8648/246/6256
GO:0032869,cellular response to insulin stimulus,161,0.3831379269121547,1.5334414622819554,0.001050128934305334,0.042446515909819946,0.038408605949611575,4603,"tags=37%, list=25%, signal=28%",23235/2844/9640/55198/3480/9663/5781/7532/1979/5170/634/10499/29904/6655/2822/5591/5579/11031/6667/677/5936/64397/81565/3667/8648/2308/6653/94056/858/8660/2475/8412/6198/5594/79837/5894/5770/6548/4644/5584/140710/5791/6599/5925/2549/84275/6654/2932/2887/23516/5305/1176/27019/4303/3638/143686/4691/23411/6715/23433
GO:0014888,striated muscle adaptation,24,0.6559945716359754,1.8649940373863267,0.0010824737680108372,0.043300957023085326,0.039181764625256015,3284,"tags=50%, list=18%, signal=41%",488/9759/22876/5530/4089/2308/4772/6198/23125/9682/4088/493
GO:0060419,heart growth,58,0.5149524470755514,1.7755872773556212,0.0010945562818671622,0.043300957023085326,0.039181764625256015,3552,"tags=41%, list=20%, signal=33%",861/57493/5465/3720/7528/1848/60485/1901/32/6497/10611/10038/9868/2247/693175/1432/407975/7161/25/4086/1906/27086/4851/10409
GO:0051205,protein insertion into membrane,70,-0.4768180854978145,-1.6705935676903765,0.0010910008700495272,0.043300957023085326,0.039181764625256015,1872,"tags=31%, list=10%, signal=28%",26519/90580/26521/8266/56993/10430/56926/56851/3320/27113/581/6449/54499/10651/284361/54543/26517/3002/439/23787/51079/55831
GO:0099536,synaptic signaling,489,0.2977387827565968,1.337405239784809,0.0011115597105443666,0.043663944122651246,0.03951022099377493,3605,"tags=24%, list=20%, signal=20%",200933/54434/18/112476/22895/6900/9342/84961/488/26258/4297/64101/9590/2741/8867/7532/773/1959/9873/54413/222256/23095/1979/4204/5048/127833/3274/5530/5579/3092/2782/3362/9921/6809/5534/1399/2570/6533/8447/81832/1395/3845/9990/59340/56888/6196/3708/6509/3745/9912/952/3836/57053/11252/26037/54915/2550/1268/94056/57616/23228/54899/1524/114781/22986/8773/2905/8927/2131/2054/6198/6869/8291/22930/27185/1141/5594/8851/6622/5728/4130/152330/57231/5924/5327/6532/7204/79608/23394/4155/5152/440275/25/9187/57679/93650/1741/23621/1182/22987/84628/273/6780/1906/5566/8676/777/1488/8831/63908/5868/66000/22883/10497/9162/3061/6792/5663/8573
GO:0046364,monosaccharide biosynthetic process,82,-0.4639725199199235,-1.6813539085715608,0.0011437561831456056,0.04461448943766565,0.04037034153980993,3389,"tags=39%, list=19%, signal=32%",10165/57001/3953/5106/200186/230/150094/8402/2821/8604/2023/51547/2648/2805/1642/55501/2027/5230/4485/4190/6576/5091/51548/113189/2542/10327/7167/1468/1609/231/92579/10993
GO:0097484,dendrite extension,28,0.6363095572067218,1.8923602380999442,0.0011962303721870947,0.045371035713583543,0.041054918051486686,2717,"tags=46%, list=15%, signal=40%",4204/127833/51760/9962/84298/26999/50618/8936/53335/9043/57154/9362/9373
GO:0035855,megakaryocyte development,21,0.6788817396570173,1.8715376447243635,0.0012028344983907298,0.045371035713583543,0.041054918051486686,1276,"tags=29%, list=7%, signal=27%",2033/5469/2814/5781/10163/10019
GO:0034471,ncRNA 5'-end processing,21,-0.6744467896240214,-1.868163165954125,0.0012300756327807674,0.045371035713583543,0.041054918051486686,1256,"tags=38%, list=7%, signal=35%",54913/138716/10248/29777/10775/51367/3028/10607
GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,14,-0.7402187767709784,-1.8651156763904497,0.0011720519078361634,0.045371035713583543,0.041054918051486686,958,"tags=29%, list=5%, signal=27%",9146/93343/51160/84313
GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",14,0.7346539929230305,1.8317975610347301,0.001189527762760837,0.045371035713583543,0.041054918051486686,1752,"tags=57%, list=10%, signal=52%",23112/27161/57690/26986/23019/10140/677/678
GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,120,0.4186101051464015,1.6155414396079153,0.0012411290343289957,0.045371035713583543,0.041054918051486686,3518,"tags=32%, list=19%, signal=26%",25942/28996/2033/2734/9113/5465/26524/1387/5170/3309/64750/4089/79685/84312/9110/200734/7057/406954/6497/3303/7148/858/11171/753/54778/3622/3621/57154/50515/6868/79595/4088/3065/2200/1030/7043/56937/163126
GO:0051216,cartilage development,125,0.4118399181799025,1.5986884398166579,0.001244490581602417,0.045371035713583543,0.041054918051486686,3508,"tags=30%, list=19%, signal=24%",64764/861/8313/1836/2734/656/654/5781/3213/54928/4856/2822/359845/11061/399979/960/55790/202018/860/22856/2131/2121/2247/50515/1116/85301/1432/9451/4088/7048/4086/1906/4773/55959/5925/582/4054
GO:0071363,cellular response to growth factor stimulus,492,0.2976807442181445,1.3393877993010581,0.0012169172171431586,0.045371035713583543,0.041054918051486686,3681,"tags=28%, list=20%, signal=23%",25942/28996/2033/5062/5469/2734/222663/9113/867/5465/55198/3480/4093/285/654/4297/5781/8828/26524/285704/91/25778/93/10765/4926/1387/5170/151449/5291/29904/3309/64750/382/5579/960/4089/79685/10140/57498/331/28514/677/84312/151556/1795/1399/11167/1783/57178/9110/200734/405/7057/860/26999/6774/9372/8737/7554/1958/406954/6497/59/3303/3340/678/317/183/6653/94056/8936/90/7148/4853/858/9392/11171/1524/753/57556/54778/3690/6272/4772/3622/131405/3621/2131/51176/57154/6198/1601/2247/50515/3987/6868/63893/152831/5894/890/5770/1432/9314/10984/79595/8239/4088/2889/7048/51552/7791/3065/25/2200/8826/693158/493/4086/1906/55959/1030/4053/4193/4851/66000/7043/4054/56937/163126/2186/494470/100532736/4681/1385/2549/8573/54361/51341/9597
